Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,Weekend,Weekday,CO_level
12/31/2004,0:00:00,,987,,6.2,823,,827,,1027,893,7.2,50.2,0.5118,False,True,Very low
12/31/2004,1:00:00,,930,,4.8,752,,889,,981,820,6.9,50.3,0.5029,False,True,Very low
12/31/2004,2:00:00,,861,,3,654,,995,,919,632,6.7,50.7,0.4998,False,True,Very low
12/31/2004,3:00:00,,783,,1.2,522,,1241,,832,458,7.6,46.4,0.4869,False,True,Very low
12/31/2004,4:00:00,,744,,0.4,431,,1539,,778,345,7.4,45.7,0.4714,False,True,Very low
12/31/2004,5:00:00,,753,,0.4,426,,1568,,792,337,6.9,49.3,0.4913,False,True,Very low
12/31/2004,6:00:00,,787,,0.6,452,,1400,,823,370,7.8,48.1,0.5095,False,True,Very low
12/31/2004,7:00:00,,820,,1.1,506,,1221,,871,466,8.1,47.8,0.5157,False,True,Very low
12/31/2004,8:00:00,,840,,1.6,552,,1152,,893,510,8.5,46.7,0.5191,False,True,Very low
12/31/2004,9:00:00,,897,,3.1,656,,953,,964,641,8.9,44.1,0.5039,False,True,Very low
12/31/2004,10:00:00,,989,,5.6,793,,815,,1052,862,9.4,42.5,0.5038,False,True,Very low
12/31/2004,11:00:00,,909,,4.5,737,,909,,941,753,10.8,36.3,0.4712,False,True,Very low
12/31/2004,12:00:00,,865,,3.8,697,,1002,,883,589,11.9,30.6,0.4264,False,True,Very low
12/31/2004,13:00:00,,924,,6.2,821,,899,,955,704,12.2,29.7,0.4205,False,True,Very low
12/31/2004,14:00:00,,912,,5.6,794,,885,,943,731,12,31.1,0.434,False,True,Very low
12/31/2004,15:00:00,,872,,4.1,717,,991,,882,592,12.7,28.4,0.416,False,True,Very low
12/31/2004,16:00:00,,917,,5.6,794,,907,,946,740,13.3,27.5,0.4185,False,True,Very low
12/31/2004,17:00:00,,962,,7.6,883,,818,,996,896,11.4,30.8,0.4148,False,True,Very low
12/31/2004,18:00:00,,932,,6.1,817,,883,,942,854,9.8,34,0.4112,False,True,Very low
12/31/2004,19:00:00,,930,,5.3,781,,933,,906,866,9.3,33.6,0.3958,False,True,Very low
12/31/2004,20:00:00,,962,,5.3,780,,919,,909,884,9.6,32.3,0.3871,False,True,Very low
12/31/2004,21:00:00,,974,,5.5,790,,915,,895,951,9.1,32.5,0.3766,False,True,Very low
12/31/2004,22:00:00,,1055,,5.6,791,,845,,936,1195,9.1,37.2,0.431,False,True,Very low
12/31/2004,23:00:00,,1003,,4.6,744,,882,,899,1138,7.8,38.4,0.4085,False,True,Very low
1/1/2005,0:00:00,,1046,,4.2,724,,848,,898,1201,8.2,40.1,0.4375,True,False,Very low
1/3/2005,4:00:00,,,,,,286,,121,,,,,,False,True,Very low
1/6/2005,4:00:00,,950,,2.5,622,89,960,67,1093,643,12,64.6,0.906,False,True,Very low
1/9/2005,4:00:00,,934,,2.3,609,70,976,55,1094,581,13.7,61.1,0.9537,True,False,Very low
1/10/2005,5:00:00,,958,,1.8,571,64,998,54,1138,707,12.4,72.5,1.0411,False,True,Very low
1/10/2005,6:00:00,,989,,3,650,105,900,66,1171,768,13,70.3,1.0502,False,True,Very low
1/12/2005,4:00:00,,1002,,4.2,722,162,807,85,1161,998,10.7,71.3,0.9161,False,True,Very low
1/15/2005,4:00:00,,978,,4.8,756,266,834,115,1015,878,2.4,86.6,0.6369,True,False,Very low
1/18/2005,4:00:00,,873,,2.1,592,108,1076,83,869,915,4.5,53.8,0.4572,False,True,Very low
1/19/2005,3:00:00,,873,,1.5,549,,1106,,1008,791,6.9,76.4,0.7661,False,True,Very low
1/19/2005,4:00:00,,828,,1.1,506,75,1222,73,945,673,4.8,75.7,0.659,False,True,Very low
1/19/2005,5:00:00,,830,,0.9,492,53,1263,52,948,578,4.7,78.9,0.682,False,True,Very low
1/19/2005,6:00:00,,840,,1.2,515,72,1235,57,941,563,5,75,0.6627,False,True,Very low
1/19/2005,11:00:00,,873,,2.5,618,180,1036,124,994,617,5.3,75.9,0.6824,False,True,Very low
1/19/2005,12:00:00,,889,,2.7,634,181,1009,117,1018,591,6.3,73,0.7024,False,True,Very low
1/21/2005,4:00:00,,1071,,5.9,808,221,757,101,1046,1172,5.4,65.9,0.5947,False,True,Very low
1/22/2005,16:00:00,,973,,5.9,806,202,851,126,994,926,15.4,29.3,0.5068,True,False,Very low
1/22/2005,17:00:00,,951,,7.1,862,256,823,138,972,961,14.4,25.7,0.4193,True,False,Very low
1/23/2005,1:00:00,,1066,,7.5,880,313,784,181,946,1240,7,39.9,0.4006,True,False,Very low
1/23/2005,2:00:00,,1051,,7.6,883,241,783,150,978,1169,5.7,44.3,0.4093,True,False,Very low
1/23/2005,3:00:00,,992,,5.9,808,,849,,926,1052,4.7,46.6,0.4025,True,False,Very low
1/23/2005,4:00:00,,969,,5.5,788,224,854,139,938,1006,4.2,50.8,0.4234,True,False,Very low
1/23/2005,5:00:00,,862,,2.3,609,82,1101,74,810,757,4.6,45.1,0.3861,True,False,Very low
1/23/2005,6:00:00,,859,,2,581,89,1112,73,829,753,2.7,53.3,0.4006,True,False,Very low
1/23/2005,7:00:00,,849,,1.6,552,93,1165,77,812,737,3.1,51,0.3947,True,False,Very low
1/23/2005,8:00:00,,879,,2.1,594,134,1119,98,839,792,2.5,54.1,0.4017,True,False,Very low
1/23/2005,9:00:00,,956,,4.4,735,189,915,121,942,945,3.1,53.5,0.4123,True,False,Very low
1/23/2005,10:00:00,,1039,,6.4,828,292,791,162,987,1115,5,47.5,0.418,True,False,Very low
1/23/2005,11:00:00,,1066,,7.3,871,326,775,178,996,1131,5.8,43.4,0.4032,True,False,Very low
1/23/2005,12:00:00,,1124,,8.7,927,397,722,206,1047,1242,7.1,42.8,0.4327,True,False,Very low
1/23/2005,13:00:00,,1160,,9.2,948,371,712,191,1072,1289,7.9,41.6,0.4459,True,False,Very low
1/23/2005,14:00:00,,1110,,7.9,896,305,737,175,1040,1276,8.1,41.2,0.448,True,False,Very low
1/23/2005,15:00:00,,1138,,9,940,328,706,169,1088,1359,8.3,41.3,0.4533,True,False,Very low
1/23/2005,16:00:00,,1095,,7,857,281,756,180,1075,1020,8.9,49.1,0.5629,True,False,Very low
1/23/2005,17:00:00,,1045,,3.7,694,168,911,124,1025,805,7.1,66,0.6678,True,False,Very low
1/23/2005,18:00:00,,1078,,4.3,727,183,849,130,1057,857,5.7,75.1,0.6942,True,False,Very low
1/23/2005,19:00:00,,1169,,6.8,846,217,767,141,1157,942,5.4,77.6,0.7031,True,False,Very low
1/23/2005,20:00:00,,1174,,8.7,926,245,674,157,1220,1020,5.4,78.2,0.7074,True,False,Very low
1/23/2005,21:00:00,,1075,,4.7,749,154,827,123,1050,899,7.3,68.1,0.6979,True,False,Very low
1/23/2005,22:00:00,,1044,,3.5,685,141,903,104,1042,860,5.8,74.4,0.6924,True,False,Very low
1/23/2005,23:00:00,,1110,,5.4,782,210,798,134,1101,954,6.2,72.3,0.6887,True,False,Very low
1/24/2005,0:00:00,,1086,,4.4,733,140,848,105,1064,883,5.9,72.7,0.6791,False,True,Very low
1/24/2005,1:00:00,,1092,,6,811,191,773,121,1129,966,5,76.5,0.6728,False,True,Very low
1/24/2005,3:00:00,,881,,1.9,578,,1017,,876,607,5.8,59,0.5493,False,True,Very low
1/24/2005,4:00:00,,831,,1,498,50,1237,48,855,443,5.8,59.5,0.5519,False,True,Very low
1/24/2005,22:00:00,,805,,1.7,559,93,1183,75,781,466,6.4,41.7,0.4034,False,True,Very low
1/24/2005,23:00:00,,800,,1.5,541,71,1250,58,779,407,6.1,42.6,0.4041,False,True,Very low
1/25/2005,0:00:00,,785,,1,504,66,1306,57,760,387,5.9,41.8,0.3928,False,True,Very low
1/25/2005,1:00:00,,757,,0.6,459,49,1447,44,735,337,5.7,41.5,0.3836,False,True,Very low
1/25/2005,2:00:00,,751,,0.4,424,29,1583,29,726,303,5.5,42.4,0.3867,False,True,Very low
1/25/2005,3:00:00,,766,,0.3,412,,1651,,763,295,4.5,52,0.4436,False,True,Very low
1/25/2005,4:00:00,,759,,0.2,399,19,1696,19,749,288,4.3,51.6,0.4323,False,True,Very low
1/25/2005,5:00:00,,758,,0.2,388,20,1785,20,765,274,3.7,56.3,0.453,False,True,Very low
1/25/2005,6:00:00,,761,,0.1,383,39,1745,35,787,289,3.3,58.1,0.4559,False,True,Very low
1/25/2005,7:00:00,,762,,0.4,434,77,1556,60,763,318,3.9,47.3,0.3862,False,True,Very low
1/25/2005,23:00:00,,804,,1.5,546,81,1194,67,796,400,3.9,50.6,0.4127,False,True,Very low
1/26/2005,0:00:00,,788,,1.1,514,63,1285,55,771,354,3.9,47.7,0.3901,False,True,Very low
1/26/2005,1:00:00,,788,,0.9,487,55,1346,49,769,329,4,47.8,0.3939,False,True,Very low
1/26/2005,2:00:00,,763,,0.4,428,31,1532,30,757,296,3.9,50.9,0.4144,False,True,Very low
1/26/2005,3:00:00,,771,,0.3,410,,1622,,765,283,3,57.7,0.4423,False,True,Very low
1/26/2005,4:00:00,,747,,0.2,390,20,1775,20,738,266,3.3,52.8,0.4137,False,True,Very low
1/26/2005,5:00:00,,744,,0.1,383,17,1881,17,720,253,2.7,53.9,0.4062,False,True,Very low
1/26/2005,6:00:00,,774,,0.5,441,42,1646,35,760,282,2.8,54.4,0.411,False,True,Very low
1/26/2005,7:00:00,,800,,0.9,492,90,1310,71,783,353,3.6,49,0.3915,False,True,Very low
1/27/2005,3:00:00,,791,,0.8,480,,1259,,738,422,4.5,39.7,0.3379,False,True,Very low
1/27/2005,4:00:00,,769,,0.3,412,28,1481,28,727,326,4.4,42.2,0.3571,False,True,Very low
1/30/2005,4:00:00,,873,,1.8,565,102,1097,83,793,494,3.1,44.8,0.3473,True,False,Very low
1/31/2005,9:00:00,,1201,,14,1116,,617,,1130,1469,4.4,38.8,0.328,False,True,Very low
2/3/2005,4:00:00,,926,,2.6,623,134,954,96,873,1011,2,60.8,0.4337,False,True,Very low
2/6/2005,4:00:00,,898,,2.6,624,129,987,108,825,871,0.8,53.8,0.3542,True,False,Very low
2/9/2005,4:00:00,,,,,,88,,83,,,,,,False,True,Very low
2/12/2005,4:00:00,,1154,,5.5,788,223,709,146,1065,1390,5.1,65.9,0.5827,True,False,Very low
2/15/2005,4:00:00,,802,,0.5,440,31,1413,30,738,312,6.9,39.1,0.3901,False,True,Very low
2/18/2005,4:00:00,,874,,0.7,472,49,1179,45,803,382,6.4,49.8,0.4814,False,True,Very low
2/21/2005,4:00:00,,879,,0.5,447,38,1317,36,910,348,4,81.5,0.6712,False,True,Very low
2/24/2005,4:00:00,,884,,1.3,528,96,1148,86,960,619,2.9,85.3,0.6503,False,True,Very low
2/27/2005,4:00:00,,980,,4.6,744,174,840,119,979,970,2.8,70.9,0.5383,True,False,Very low
3/2/2005,4:00:00,,790,,0.7,471,81,1302,75,669,532,-1.4,44.9,0.2536,False,True,Very low
3/5/2005,4:00:00,,1009,,4,710,191,819,136,974,1011,4.4,63.9,0.5385,True,False,Very low
3/8/2005,4:00:00,,872,,1.7,558,114,1054,101,807,853,0.5,59.4,0.3841,False,True,Very low
3/11/2005,4:00:00,,942,,3.2,665,134,923,91,912,956,4.4,56.4,0.4761,False,True,Very low
3/12/2005,4:00:00,,1015,,2.3,608,113,873,85,1027,655,10.3,59.4,0.7459,True,False,Very low
3/12/2005,5:00:00,,979,,1.5,547,73,952,55,1039,470,9.8,68.9,0.8329,True,False,Very low
3/12/2005,6:00:00,,972,,1.5,542,103,1029,65,1056,443,9.2,75.3,0.8764,True,False,Very low
3/12/2005,7:00:00,,992,,1.8,565,121,912,84,1074,547,9.4,73.1,0.8621,True,False,Very low
3/13/2005,3:00:00,,940,,2,583,93,942,69,991,416,12.7,51.8,0.7574,True,False,Very low
3/13/2005,4:00:00,,963,,2.5,617,85,902,63,1006,398,13.2,49.7,0.7503,True,False,Very low
3/13/2005,5:00:00,,971,,2,585,79,928,61,1004,394,12.3,55.9,0.7966,True,False,Very low
3/13/2005,6:00:00,,887,,0.9,488,55,1184,42,908,312,13.3,50.1,0.7624,True,False,Very low
3/13/2005,7:00:00,,944,,1.6,551,98,1063,68,985,381,12.3,51.8,0.7384,True,False,Very low
3/13/2005,8:00:00,,970,,2.1,592,190,909,120,1018,509,12.9,50.4,0.7448,True,False,Very low
3/14/2005,4:00:00,,1036,,2.8,636,122,845,90,1084,976,8.9,71.9,0.8202,False,True,Very low
3/17/2005,4:00:00,,959,,1.9,578,100,909,81,1016,822,10.1,61.9,0.7631,False,True,Very low
3/20/2005,4:00:00,,993,,2.8,640,85,848,66,1110,548,13,65.3,0.9704,True,False,Very low
3/23/2005,4:00:00,,993,,2.3,604,85,848,65,1160,762,14.5,66.4,1.0919,False,True,Very low
3/26/2005,4:00:00,,1122,,6,811,181,641,92,1336,1122,16.2,71.2,1.3013,True,False,Very low
3/29/2005,4:00:00,,883,,1.3,530,63,997,46,1102,617,13.7,68.2,1.0611,False,True,Very low
4/1/2005,4:00:00,,818,,0.8,473,47,1257,41,898,323,13.7,48.8,0.7606,False,True,Very low
4/4/2005,4:00:00,,864,,0.8,478,52,1116,43,958,489,11.8,56,0.7743,False,True,Very low
